WMO Region	Country Name	Institution Type	Institution Name	Role	Author Name	AR	Total
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Bette Otto-Bliesner	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Patricia Romero Lankao	AR4	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	David Schimel	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Stephen Schneider	AR1	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Kevin E. Trenberth	AR1	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Kevin E. Trenberth	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	Kevin E. Trenberth	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Lead Author	W.M. Washington	AR1	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Review Editor	James W. Hurrell	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Review Editor	Linda O. Mearns	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Review Editor	Kevin E. Trenberth	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Caspar Ammann	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Julie Arblaster	AR4	4
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	David Baker	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gordon B. Bonan	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gordon B. Bonan	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gordon B. Bonan	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Esther Brady	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Guy Brasseur	AR4	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Lawrence Buja	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Lawrence Buja	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	William D. Collins	AR4	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Aiguo Dai	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Clara Deser	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	John Fasullo	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Peter Gent	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Peter Gent	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Filippo Giorgi	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Michael H. Glantz	AR1	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Michael H. Glantz	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Alex Guenther	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Alex Guenther	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	J. Hack	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Marika M. Holland	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Marika M. Holland	AR4	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	L. Horowitz	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Aixue Hu	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	James W. Hurrell	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	James W. Hurrell	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Richard W. Katz	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Richard W. Katz	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Richard W. Katz	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	J.T. Kiehl	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	J.T. Kiehl	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	T. Kittel	AR2	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	T. Kittel	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Dorothy Koch	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Jean-Francois Lamarque	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	W.G. Large	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	David M. Lawrence	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Julia Lee-Taylor	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	K. Lindsay	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	S. Madronich	AR3	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	M. Marinucci	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Linda O. Mearns	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Linda O. Mearns	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Linda O. Mearns	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gerald A. Meehl	AR2	3
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gerald A. Meehl	AR3	3
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gerald A. Meehl	AR4	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Gerald A. Meehl	AR5	3
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Brian C. O'Neill	AR5	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Bette Otto-Bliesner	AR4	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Philip Rasch	AR2	1
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	Philip Rasch	AR3	2
North America, Central America and the Caribbean	USA	Public Research Organisation	National Center for Atmospheric Research (NCAR)	Contributing Author	David Schimel	AR2	1
